# Heavenly Valley (518)
# California  SNOTEL Site - 8582 ft
# Monthly Data for Oct 1978 to Sep 2014
#
# (As of: Wed Sep 17 14:19:25 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
1992,Jan 01,,8.3,Feb 01,,9.4,Mar 01,,12.1,Apr 01,,14.6,May 01,,0.0,Jun 01,,0.0
1993,Jan 01,,18.7,Feb 01,,28.8,Mar 01,,35.1,Apr 01,,37.1,May 01,,24.0,Jun 01,,0.0
1994,Jan 01,,4.4,Feb 01,,5.7,Mar 01,,12.5,Apr 01,,12.6,May 01,,4.2,Jun 01,,0.0
1995,Jan 01,,13.0,Feb 01,,26.0,Mar 01,,27.6,Apr 01,,42.6,May 01,,48.5,Jun 01,,38.5
1996,Jan 01,,3.9,Feb 01,,16.9,Mar 01,,26.0,Apr 01,,33.2,May 01,,25.4,Jun 01,,0.0
1997,Jan 01,,21.5,Feb 01,,32.1,Mar 01,,33.9,Apr 01,,29.2,May 01,,15.9,Jun 01,,0.0
1998,Jan 01,,7.5,Feb 01,,16.5,Mar 01,,28.9,Apr 01,,35.4,May 01,,34.8,Jun 01,,31.6
1999,Jan 01,,8.7,Feb 01,,18.2,Mar 01,,34.6,Apr 01,,36.0,May 01,,38.1,Jun 01,,7.4
2000,Jan 01,8,3.0,Feb 01,54,13.3,Mar 01,75,21.6,Apr 01,51,21.4,May 01,22,11.2,Jun 01,0,0.0
2001,Jan 01,15,4.4,Feb 01,28,7.4,Mar 01,49,11.9,Apr 01,25,9.1,May 01,17,5.7,Jun 01,0,0.0
2002,Jan 01,46,13.8,Feb 01,47,14.9,Mar 01,46,16.2,Apr 01,51,20.3,May 01,28,11.5,Jun 01,0,0.0
2003,Jan 01,62,15.9,Feb 01,46,16.9,Mar 01,56,18.5,Apr 01,44,19.8,May 01,62,26.4,Jun 01,3,0.8
2004,Jan 01,50,12.7,Feb 01,48,15.6,Mar 01,78,23.3,Apr 01,43,19.1,May 01,11,4.5,Jun 01,0,0.0
2005,Jan 01,71,15.7,Feb 01,74,24.4,Mar 01,87,29.6,Apr 01,95,36.7,May 01,75,35.2,Jun 01,23,9.4
2006,Jan 01,62,16.9,Feb 01,76,24.5,Mar 01,83,29.3,Apr 01,108,38.3,May 01,81,39.8,Jun 01,8,2.4
2007,Jan 01,19,5.7,Feb 01,25,8.0,Mar 01,62,14.7,Apr 01,34,12.4,May 01,9,3.2,Jun 01,0,0.0
2008,Jan 01,19,4.6,Feb 01,66,17.2,Mar 01,68,22.3,Apr 01,53,20.7,May 01,19,8.1,Jun 01,0,0.0
2009,Jan 01,29,6.7,Feb 01,31,9.6,Mar 01,42,13.2,Apr 01,50,18.6,May 01,25,10.4,Jun 01,0,0.0
2010,Jan 01,29,7.3,Feb 01,48,13.0,Mar 01,66,17.9,Apr 01,66,21.5,May 01,58,23.3,Jun 01,24,11.2
2011,Jan 01,75,21.7,Feb 01,62,22.2,Mar 01,89,29.2,Apr 01,114,43.3,May 01,87,42.1,Jun 01,56,31.7
2012,Jan 01,3,1.4,Feb 01,19,7.2,Mar 01,33,9.4,Apr 01,53,15.5,May 01,11,4.4,Jun 01,0,0.0
2013,Jan 01,54,13.2,Feb 01,47,15.4,Mar 01,44,15.8,Apr 01,35,15.0,May 01,0,0.0,Jun 01,0,0.0
2014,Jan 01,8,2.9,Feb 01,22,5.5,Mar 01,49,13.6,Apr 01,50,15.2,May 01,8,4.9,Jun 01,0,0.0
